TransactionID,id_30,id_31,id_33,DeviceType,DeviceInfo
3063733,,chrome 63.0,,desktop,Windows
3063735,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3063737,,chrome 63.0,,desktop,Windows
3063738,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3063739,,chrome 63.0,,desktop,
3063743,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3063744,Windows 10,chrome 63.0,2560x1440,desktop,Windows
3063745,,mobile safari 11.0,,mobile,
3063747,,mobile safari 11.0,,mobile,
3063749,Windows 10,edge 16.0,1920x1080,desktop,Windows
3063751,Windows 10,edge 16.0,1366x768,desktop,Windows
3063753,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3063754,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3063755,Windows 7,chrome 63.0,1920x1200,desktop,Windows
3063759,iOS 11.1.1,mobile safari 11.0,1334x750,mobile,iOS Device
3063760,Windows 7,chrome 62.0,2560x1080,desktop,Windows
3063761,,ie 11.0 for desktop,,desktop,Trident/7.0
3063762,,chrome 63.0,,desktop,Windows
3063764,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3063765,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3063767,,chrome 63.0,,desktop,Windows
3063768,Windows 7,ie 11.0 for desktop,,desktop,rv:11.0
3063769,Windows 7,chrome 63.0,1280x1024,desktop,Windows
3063771,Windows 10,edge 15.0,1366x768,desktop,Windows
3063773,Linux,chrome 60.0,1920x1080,desktop,
3063774,iOS 11.2.0,mobile safari generic,2208x1242,mobile,iOS Device
3063775,Windows 7,chrome 61.0,1600x900,desktop,Windows
3063776,Windows 8.1,ie 11.0 for desktop,1366x768,desktop,Trident/7.0
3063777,iOS 11.2.0,mobile safari generic,2208x1242,mobile,iOS Device
3063779,Windows 8,,1920x1080,desktop,Windows
3063781,Windows 8.1,ie 11.0 for desktop,1920x1200,desktop,Trident/7.0
3063782,,other,,mobile,LG-H540
3063784,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3063785,Windows 10,ie 11.0 for tablet,,desktop,Trident/7.0
3063786,iOS 11.2.0,mobile safari generic,2208x1242,mobile,iOS Device
3063787,Linux,chrome 60.0,1920x1080,desktop,
3063789,,chrome 63.0 for android,,mobile,LG-M700 Build/NMF26X
3063790,iOS,mobile safari 9.0,1334x750,mobile,iOS Device
3063791,Windows 7,chrome 62.0,1680x1050,desktop,Windows
3063794,iOS 11.2.0,mobile safari 11.0,1334x750,mobile,iOS Device
3063795,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3063796,Windows 7,chrome 63.0,1680x1050,desktop,Windows
3063798,Windows 7,chrome 62.0,1680x1050,desktop,Windows
3063799,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3063800,Windows 7,chrome 63.0,1680x1050,desktop,Windows
3063809,Windows 7,chrome 63.0,1440x900,desktop,Windows
3063810,iOS 11.0.3,mobile safari 11.0,1334x750,mobile,iOS Device
3063811,iOS 11.2.1,mobile safari 11.0,1334x750,mobile,iOS Device
3063812,Mac OS X 10_13_3,safari generic,1440x900,desktop,MacOS
3063814,Mac OS X 10_11_6,chrome 63.0,1024x640,desktop,MacOS
3063815,iOS 11.1.0,mobile safari 11.0,2048x1536,mobile,iOS Device
3063816,Windows 10,ie 11.0 for desktop,1280x1024,desktop,Trident/7.0
3063818,Windows 8.1,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3063825,Windows 10,chrome 56.0,1440x900,desktop,Windows
3063826,Android 7.0,chrome 63.0 for android,1920x1080,mobile,SM-G935V Build/NRD90M
3063828,,chrome 63.0,,desktop,Windows
3063829,Windows 10,chrome 63.0,2049x1152,desktop,Windows
3063830,Windows 10,edge 16.0,1920x1080,desktop,Windows
3063832,,chrome 63.0,,desktop,Windows
3063834,Windows 10,chrome 62.0,1366x768,desktop,Windows
3063836,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3063842,,chrome 63.0,,desktop,Windows
3063845,Mac OS X 10_11_6,chrome 63.0,1920x1080,desktop,MacOS
3063847,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3063848,Windows 7,chrome 55.0,1920x1080,desktop,Windows
3063849,Windows 8.1,ie 11.0 for desktop,,desktop,Windows
3063851,iOS 9.3.5,mobile safari 9.0,2048x1536,mobile,iOS Device
3063857,Windows 10,chrome 63.0,1360x768,desktop,Windows
3063858,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3063859,,chrome 63.0,,desktop,Windows
3063861,Windows 7,chrome 63.0,1680x1050,desktop,Windows
3063862,,ie 11.0 for desktop,,desktop,Trident/7.0
3063863,Windows 10,chrome 63.0,1280x1025,desktop,Windows
3063867,Windows 7,chrome 63.0,1280x1024,desktop,Windows
3063869,Linux,chrome 62.0,1920x1080,desktop,
3063872,Windows 10,edge 15.0,,desktop,Windows
3063873,iOS 11.0.3,mobile safari 11.0,1334x750,mobile,iOS Device
3063876,,chrome 63.0,,desktop,
3063877,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3063882,Android 7.0,chrome 63.0 for android,,mobile,SM-G955U Build/NRD90M
3063884,Windows 7,chrome generic,1920x1080,desktop,Windows
3063888,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3063890,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3063892,iOS 11.1.2,mobile safari 11.0,2001x1125,mobile,iOS Device
3063895,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3063897,Android 7.0,chrome 63.0 for android,,mobile,SM-G955U Build/NRD90M
3063898,Mac OS X 10.13,firefox 57.0,2880x1800,desktop,rv:57.0
3063903,,mobile safari 11.0,,mobile,
3063905,,chrome 63.0 for android,,mobile,LG-D855
3063908,,mobile safari 11.0,,mobile,
3063909,iOS 11.2.1,mobile safari 11.0,1136x640,mobile,iOS Device
3063911,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3063912,Windows 10,chrome 63.0,1600x900,desktop,Windows
3063914,,chrome 63.0,,desktop,
3063915,,chrome 63.0,,desktop,Windows
3063918,iOS 10.3.3,mobile safari 10.0,2208x1242,mobile,iOS Device
3063920,Windows 10,edge 15.0,1920x1080,desktop,Windows
3063921,iOS 10.3.3,mobile safari 10.0,2208x1242,mobile,iOS Device
3063922,,mobile safari 11.0,,mobile,
3063924,,ie 11.0 for desktop,,desktop,Trident/7.0
3063925,Mac OS X 10_12_6,safari generic,2048x1280,desktop,MacOS
3063926,Windows 10,edge 15.0,1366x768,desktop,Windows
3063927,Windows 7,chrome 61.0,1280x1024,desktop,Windows
3063929,Mac OS X 10_13_2,safari generic,2880x1800,desktop,MacOS
3063934,Mac OS X 10.13,firefox 57.0,1366x768,desktop,rv:57.0
3063935,iOS 11.2.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3063937,Mac OS X 10_10_5,safari generic,1440x900,desktop,MacOS
3063938,,chrome 63.0 for android,,mobile,SM-G935V Build/NRD90M
3063939,iOS 10.3.3,mobile safari 10.0,1136x640,mobile,iOS Device
3063941,Windows 7,ie 11.0 for desktop,,desktop,Windows
3063942,iOS 10.3.2,mobile safari 10.0,2048x1536,mobile,iOS Device
3063943,Windows 10,firefox 57.0,1360x768,desktop,Windows
3063945,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3063946,Windows 7,chrome 63.0,1600x900,desktop,Windows
3063948,Mac OS X 10_12_6,safari generic,4096x2304,desktop,MacOS
3063949,Windows 7,chrome 63.0,1600x900,desktop,Windows
3063950,iOS 10.3.2,mobile safari 10.0,2048x1536,mobile,iOS Device
3063952,,chrome 63.0,,desktop,Windows
3063953,Mac OS X 10.10,firefox 57.0,1920x1080,desktop,rv:57.0
3063954,,chrome 63.0,,desktop,Windows
3063955,,chrome 63.0,,desktop,Windows
3063957,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3063958,Windows 10,edge 15.0,1366x768,desktop,Windows
3063959,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3063966,iOS 11.1.2,chrome 63.0 for ios,2048x1536,mobile,iOS Device
3063968,Android 8.1.0,chrome 63.0 for android,2562x1442,mobile,Pixel XL Build/OPM1.171019.011
3063969,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3063971,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3063973,Mac OS X 10_12_1,safari generic,1440x900,desktop,MacOS
3063975,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3063976,Windows 10,chrome 63.0,1366x768,desktop,Windows
3063977,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3063979,Windows 10,ie 11.0 for desktop,1920x1080,desktop,Windows
3063983,Mac OS X 10_11_4,chrome 62.0,2560x1600,desktop,MacOS
3063985,Windows 7,chrome 63.0,1600x900,desktop,Windows
3063991,Windows 8,chrome 63.0,1600x900,desktop,Windows
3063995,Windows 8,chrome 63.0,1600x900,desktop,Windows
3063997,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3063998,Windows 8,chrome 63.0,1600x900,desktop,Windows
3064000,,chrome 63.0,,desktop,Windows
3064002,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064003,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064004,,,,,
3064005,Windows 10,firefox,1366x768,desktop,rv:52.0
3064007,Windows 10,firefox,1366x768,desktop,rv:52.0
3064010,iOS 11.2.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3064012,,chrome 63.0,,desktop,Windows
3064014,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064015,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064019,,ie 11.0 for desktop,,desktop,rv:11.0
3064020,,,,,
3064021,Windows 10,chrome 63.0,1280x1024,desktop,Windows
3064022,Mac OS X 10_12_6,chrome 63.0,1440x900,desktop,MacOS
3064023,,chrome 63.0,,desktop,Windows
3064025,,,,,
3064027,,ie 11.0 for desktop,,desktop,rv:11.0
3064029,Windows 7,chrome 63.0,1600x900,desktop,Windows
3064032,Windows 7,ie 11.0 for desktop,1366x768,desktop,Trident/7.0
3064035,Windows 7,chrome,1600x900,desktop,Windows
3064036,Windows 7,chrome 63.0,1600x900,desktop,Windows
3064039,Android 7.0,chrome 55.0 for android,2560x1440,mobile,VS987 Build/NRD90U
3064041,Mac OS X 10_11_6,safari generic,1920x1080,desktop,MacOS
3064042,Mac OS X 10.13,firefox 57.0,1920x1080,desktop,rv:57.0
3064043,Windows 10,edge 13.0,1366x768,desktop,Windows
3064045,Windows 7,chrome 56.0,1920x1200,desktop,Windows
3064046,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064048,Windows 7,chrome 63.0,1440x900,desktop,Windows
3064049,Mac OS X 10_10_5,chrome 63.0,1280x1024,desktop,MacOS
3064050,,,,,
3064051,Mac OS X 10_12_6,chrome 62.0,1440x900,desktop,MacOS
3064055,Windows 10,chrome 63.0,1600x900,desktop,Windows
3064057,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3064061,Windows 10,edge 15.0,,desktop,Windows
3064063,Windows 7,chrome 63.0,1440x900,desktop,Windows
3064064,Android 6.0.1,samsung browser 5.4,1280x720,mobile,SAMSUNG SM-G550T1 Build/MMB29K
3064065,Windows 10,firefox 57.0,1366x768,desktop,Windows
3064066,Windows 7,chrome 62.0,1024x768,desktop,Windows
3064067,iOS 10.3.1,mobile safari 10.0,2048x1536,mobile,iOS Device
3064068,Windows 10,edge 15.0,1920x1080,desktop,Windows
3064072,,ie 11.0 for desktop,,desktop,rv:11.0
3064075,Windows 10,chrome 63.0,1366x768,desktop,Windows
3064077,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064078,iOS 11.2.1,mobile safari 11.0,2048x1536,mobile,iOS Device
3064082,Windows 7,chrome 63.0,1440x900,desktop,Windows
3064083,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3064084,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064087,Windows 7,chrome 63.0,1440x900,desktop,Windows
3064088,iOS 11.2.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3064090,Windows 7,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3064091,Mac OS X 10_11_6,safari generic,1920x1080,desktop,MacOS
3064092,Windows 10,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064099,,chrome 63.0,,desktop,
3064103,Windows 7,ie 11.0 for desktop,,desktop,rv:11.0
3064104,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064110,Android 7.0,chrome 63.0 for android,1920x1080,mobile,SM-G930V Build/NRD90M
3064112,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3064113,Windows 7,chrome 63.0,1366x768,desktop,Windows
3064114,,mobile safari 11.0,,mobile,
3064115,Windows 8.1,firefox 57.0,1366x768,desktop,Windows
3064116,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064120,Windows Vista,,1152x864,desktop,rv:52.0
3064122,Windows 8.1,firefox 57.0,1366x768,desktop,Windows
3064123,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3064124,Windows 7,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3064125,Windows 10,chrome 63.0,1280x768,desktop,Windows
3064128,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064130,Windows 10,chrome 63.0,1024x768,desktop,Windows
3064132,Windows 10,ie 11.0 for desktop,1280x1024,desktop,rv:11.0
3064133,Mac OS X 10_10_5,chrome 63.0,1440x900,desktop,MacOS
3064134,Windows 7,ie 11.0 for desktop,1280x1024,desktop,Trident/7.0
3064136,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064137,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064140,iOS 11.0.3,mobile safari 11.0,1334x750,mobile,iOS Device
3064143,Windows 10,chrome 63.0,1360x768,desktop,Windows
3064144,iOS 11.0.3,mobile safari 11.0,2048x1536,mobile,iOS Device
3064145,Android 5.1.1,chrome 63.0 for android,1920x1080,mobile,Z963VL
3064146,Windows 10,chrome 63.0,1366x768,desktop,Windows
3064149,Mac OS X 10_12_6,chrome 63.0,1440x900,desktop,MacOS
3064150,Windows 10,chrome 63.0,1366x768,desktop,Windows
3064151,iOS 11.2.1,mobile safari 11.0,1136x640,mobile,iOS Device
3064153,Mac OS X 10.12,firefox 57.0,1920x1080,desktop,rv:57.0
3064154,Mac OS X 10_13_2,safari generic,1680x1050,desktop,MacOS
3064156,Windows 10,edge 15.0,1920x1080,desktop,Windows
3064157,Mac OS X 10_11_6,safari generic,1280x800,desktop,MacOS
3064161,iOS 11.2.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3064164,iOS 11.0.3,mobile safari 11.0,2048x1536,mobile,iOS Device
3064165,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3064166,Android 7.1.1,other,855x480,mobile,Z835 Build/NMF26V
3064167,Windows 10,ie 11.0 for tablet,1920x1080,desktop,Trident/7.0
3064168,Windows 10,chrome 63.0,768x576,desktop,Windows
3064169,,ie 11.0 for desktop,,desktop,rv:11.0
3064171,iOS 11.2.1,mobile safari 11.0,1334x750,mobile,iOS Device
3064172,,chrome 63.0,,desktop,Windows
3064173,Mac OS X 10_9_5,chrome 63.0,1366x768,desktop,MacOS
3064175,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064180,Windows 8.1,chrome 63.0,,desktop,Windows
3064181,iOS 11.2.1,mobile safari 11.0,1136x640,mobile,iOS Device
3064183,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3064185,Windows 7,chrome 63.0,1440x900,desktop,Windows
3064187,Mac OS X 10_13_2,safari generic,2560x1440,desktop,MacOS
3064188,,chrome 63.0,,desktop,Windows
3064189,,,,,
3064191,Windows 8.1,chrome 63.0,1920x1080,desktop,Windows
3064192,Mac OS X 10_12_6,chrome 63.0,1440x900,desktop,MacOS
3064194,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064198,Windows 10,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064199,Mac OS X 10_12_6,safari generic,2880x1800,desktop,MacOS
3064202,,chrome 62.0 for android,,mobile,E5803 Build/32.4.A.1.54
3064203,,,,,
3064205,Windows 7,chrome 63.0,1600x900,desktop,Windows
3064207,,,,,
3064208,iOS,mobile safari 9.0,1334x750,mobile,iOS Device
3064210,Windows 10,chrome 63.0,1680x1050,desktop,Windows
3064211,Windows 7,firefox 57.0,1680x1050,desktop,Windows
3064213,,,,,
3064214,iOS,mobile safari 9.0,1334x750,mobile,iOS Device
3064217,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064218,iOS 10.3.3,mobile safari 10.0,2208x1242,mobile,iOS Device
3064221,,chrome 63.0,,desktop,Windows
3064222,Windows 7,ie 11.0 for desktop,,desktop,rv:11.0
3064226,Windows 7,firefox 57.0,2560x1440,desktop,Windows
3064227,,chrome 63.0,,desktop,Windows
3064228,,chrome 63.0,,desktop,Windows
3064231,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064232,Windows 7,chrome generic,1920x1080,desktop,Windows
3064233,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3064234,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064236,Android 7.0,chrome 56.0 for android,2560x1440,mobile,SM-G920V Build/NRD90M
3064237,,,,,
3064240,Windows 10,edge 15.0,,desktop,Windows
3064242,,samsung browser 6.2,,mobile,SAMSUNG SM-J700T Build/NMF26X
3064243,Mac OS X 10.12,firefox 57.0,1600x900,desktop,rv:57.0
3064244,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064245,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064246,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3064248,Mac OS X 10_10_5,safari generic,1920x1080,desktop,MacOS
3064251,,ie 11.0 for desktop,,desktop,Trident/7.0
3064252,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064253,Windows 7,chrome 63.0,1280x1024,desktop,Windows
3064254,,,,,
3064255,,mobile safari 10.0,,mobile,
3064257,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3064258,Mac OS X 10.13,firefox 57.0,1440x900,desktop,rv:57.0
3064259,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3064261,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3064262,Windows 7,ie 11.0 for desktop,1440x900,desktop,rv:11.0
3064263,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3064265,Mac OS X 10.13,firefox 57.0,1440x900,desktop,rv:57.0
3064268,Windows 7,ie 11.0 for desktop,1440x900,desktop,rv:11.0
3064269,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064271,Mac OS X 10_13_2,chrome 63.0,1920x1080,desktop,MacOS
3064274,Android 7.1.1,other,855x480,mobile,Z835 Build/NMF26V
3064276,Mac OS X 10_13_2,chrome 49.0,1440x900,desktop,MacOS
3064278,iOS 11.0.3,mobile safari 11.0,2048x1536,mobile,iOS Device
3064281,Windows 10,chrome 63.0,1366x768,desktop,Windows
3064282,Windows 10,chrome 63.0,1366x768,desktop,Windows
3064285,,chrome 63.0,,desktop,Windows
3064290,Mac OS X 10_10_5,safari generic,2560x1440,desktop,MacOS
3064291,Windows 10,chrome 63.0,1600x900,desktop,Windows
3064292,Windows 7,ie 11.0 for desktop,1366x768,desktop,rv:11.0
3064293,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064294,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064296,Windows 7,chrome 63.0,1280x1024,desktop,Windows
3064297,,firefox 57.0,,desktop,rv:57.0
3064298,iOS 11.2.0,mobile safari 11.0,1136x640,mobile,iOS Device
3064299,Windows 10,edge 15.0,1920x1080,desktop,Windows
3064300,Mac OS X 10_12_6,chrome 63.0,1440x900,desktop,MacOS
3064301,Windows 7,chrome 62.0,1440x900,desktop,Windows
3064302,Mac OS X 10_9_5,safari generic,1366x768,desktop,MacOS
3064305,,chrome 63.0 for ios,,mobile,
3064306,iOS 10.3.3,mobile safari 10.0,1136x640,mobile,iOS Device
3064312,,chrome 63.0,,desktop,Windows
3064313,iOS 11.2.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3064314,iOS 11.1.2,mobile safari 11.0,1136x640,mobile,iOS Device
3064315,iOS 9.3.5,mobile safari 9.0,2048x1536,mobile,iOS Device
3064316,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064319,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3064320,iOS 11.1.2,mobile safari generic,2208x1242,mobile,iOS Device
3064321,Mac OS X 10_13_2,chrome 49.0,1440x900,desktop,MacOS
3064324,Windows 7,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3064326,Mac OS X 10_11_6,safari generic,1280x800,desktop,MacOS
3064327,,chrome 50.0 for android,,mobile,Moto
3064328,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064331,Windows 7,chrome 59.0,1280x1024,desktop,Windows
3064332,,chrome 63.0,,desktop,
3064333,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064334,,mobile safari generic,,mobile,
3064336,,samsung browser 6.2,,mobile,SAMSUNG SM-J327P Build/MMB29M
3064341,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3064342,,,,,
3064345,,ie 11.0 for desktop,,desktop,rv:11.0
3064347,Windows 10,chrome 63.0,1366x768,desktop,Windows
3064348,,chrome 62.0,,desktop,
3064349,,firefox 57.0,,desktop,Windows
3064352,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064353,Windows 8.1,chrome 63.0,1920x1080,desktop,Windows
3064355,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064357,Windows 7,ie 11.0 for desktop,1024x768,desktop,Trident/7.0
3064358,,chrome 52.0 for android,,mobile,LG-H542 Build/MRA58K
3064359,Mac OS X 10_10_5,safari generic,2560x1600,desktop,MacOS
3064360,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3064361,,chrome 63.0,,desktop,Windows
3064362,,chrome 63.0,,desktop,Windows
3064363,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3064364,,chrome 63.0,,desktop,Windows
3064366,Windows 7,ie 11.0 for desktop,1600x900,desktop,rv:11.0
3064367,Android 7.0,chrome 62.0 for android,,mobile,SM-G928V Build/NRD90M
3064369,iOS 10.0.2,mobile safari 10.0,1136x640,mobile,iOS Device
3064372,Windows 7,firefox 52.0,1440x900,desktop,rv:52.0
3064373,,,,,
3064374,,,,,
3064375,Windows 10,edge 15.0,1920x1080,desktop,Windows
3064376,Windows 8.1,chrome 63.0,1920x1080,desktop,Windows
3064378,Mac OS X 10_10_5,safari generic,2880x1800,desktop,MacOS
3064380,Windows 10,edge 16.0,1920x1080,desktop,Windows
3064381,Windows 10,edge 13.0,1920x1200,desktop,Windows
3064384,,ie 11.0 for desktop,,desktop,Trident/7.0
3064387,,chrome 63.0,,desktop,Windows
3064388,,ie 11.0 for desktop,,desktop,Trident/7.0
3064389,Windows 10,firefox 57.0,1366x768,desktop,Windows
3064394,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3064395,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064396,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064398,Windows 7,chrome 63.0,1366x768,desktop,Windows
3064399,Mac OS X 10_13_1,safari generic,2880x1800,desktop,MacOS
3064401,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064402,Windows 10,firefox,1366x768,desktop,rv:52.0
3064403,Windows 7,chrome 63.0,1680x1050,desktop,Windows
3064404,Windows 7,chrome 63.0,1680x1050,desktop,Windows
3064408,,chrome 63.0,,desktop,Windows
3064414,Windows 7,chrome 63.0,1366x768,desktop,Windows
3064415,,firefox 57.0,,desktop,Windows
3064418,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064419,Mac OS X 10_13_1,safari generic,2880x1800,desktop,MacOS
3064423,,chrome 63.0,,desktop,Windows
3064424,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3064425,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064427,,chrome 63.0,,desktop,Windows
3064431,Android 6.0.1,chrome 63.0 for android,2560x1440,mobile,SM-N910T Build/MMB29M
3064433,Windows 10,firefox 57.0,1366x768,desktop,Windows
3064434,,ie 11.0 for desktop,,desktop,Trident/7.0
3064435,Windows 7,chrome 63.0,1600x900,desktop,Windows
3064437,Mac OS X 10_12_6,safari generic,2560x1600,desktop,MacOS
3064439,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064441,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064442,Windows 10,edge 16.0,1920x1080,desktop,Windows
3064444,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3064445,,chrome 63.0,,desktop,Windows
3064447,iOS 11.2.1,mobile safari 11.0,2436x1125,mobile,iOS Device
3064448,iOS 10.2.1,mobile safari 10.0,1334x750,mobile,iOS Device
3064449,Windows 10,ie 11.0 for desktop,1366x768,desktop,rv:11.0
3064451,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064453,Windows 8.1,chrome 63.0,1920x1080,desktop,Windows
3064454,iOS 11.2.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3064459,Mac OS X 10_11_6,safari generic,1440x900,desktop,MacOS
3064460,Windows 10,ie 11.0 for tablet,1920x1080,desktop,Trident/7.0
3064461,Windows 10,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3064463,Mac OS X 10.11,firefox 57.0,1280x800,desktop,rv:57.0
3064464,Android,chrome generic,2560x1600,mobile,KFAPWI Build/KTU84M
3064465,Windows 7,chrome 63.0,1280x1024,desktop,Windows
3064471,Windows 7,chrome 63.0,1024x768,desktop,Windows
3064474,,chrome 61.0 for android,,mobile,HTC One_M8 Build/MRA58K
3064480,Windows 10,ie 11.0 for tablet,1920x1080,desktop,Trident/7.0
3064481,Windows 10,ie 11.0 for desktop,1366x768,desktop,rv:11.0
3064484,,chrome 63.0,,desktop,Windows
3064485,Windows 10,ie 11.0 for desktop,1366x768,desktop,rv:11.0
3064487,Mac OS X 10.11,firefox 57.0,1280x800,desktop,rv:57.0
3064489,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3064490,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064491,iOS 11.2.0,mobile safari 11.0,1334x750,mobile,iOS Device
3064492,Windows 10,firefox,1366x768,desktop,rv:52.0
3064493,Windows 10,ie 11.0 for tablet,1920x1080,desktop,Trident/7.0
3064498,Mac OS X 10_11_4,safari generic,1440x900,desktop,MacOS
3064499,,chrome 63.0 for android,,mobile,SM-G570M Build/MMB29K
3064501,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3064503,iOS 11.2.1,mobile safari 11.0,2001x1125,mobile,iOS Device
3064505,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3064506,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3064510,,chrome 63.0,,desktop,
3064514,iOS 11.1.2,mobile safari generic,1334x750,mobile,iOS Device
3064515,iOS 11.2.1,mobile safari 11.0,2048x1536,mobile,iOS Device
3064516,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3064519,Windows 8.1,chrome 63.0,1920x1080,desktop,Windows
3064520,Mac OS X 10_11_6,chrome 62.0,2560x1600,desktop,MacOS
3064522,Windows 7,chrome 63.0,1920x1080,desktop,Windows
